model,accession,phage,metadata,host,taxonomic_level,host_reasoning,host_confidence,host_source,host_found,thermal_range,temperature,thermal_reasoning,thermal_confidence,thermal_source,thermal_found,inference_type,paper_dir,host_paper_dir,host_paper,thermal_paper,duration,decision,nodes,timings,JSONDecodeError
gemma4:e4b,NP_040628,Escherichia phage Lambda,"{""uid"": ""9626292"", ""accession"": ""NP_040628"", ""title"": ""LexA family transcriptional regulator [Escherichia phage Lambda]"", ""organism"": ""Escherichia phage Lambda"", ""taxonId"": 2681611, ""sequence_length"": 237, ""create_date"": ""1993/04/28"", ""update_date"": ""2023/01/11"", ""dbsource"": ""refseq"", ""extra"": ""gi|9626292|ref|NP_040628.1|"", ""host"": ""Escherichia coli"", ""old_name"": ""Bacteriophage lambda""}",,,,,,False,mesophile,,"The text explicitly states that the fragment mediated antitermination of transcription at ""30 degrees C"". It also states that ""At 42 degrees C, however, antitermination at the lambda tL1 terminator was abolished."" Since 30°C falls within the mesophile range (15–45°C), and the experiment details specific temperatures within this range, the characteristic is mesophilic.",,literature,True,explicit,data/accessions/NP_040628/library/accession_lit,,,3156406.txt,62.52,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 2.5, ""CreateAccessionLibrary"": 46.45, ""ClassifyThermalLiterature"": 13.57}",False
gemma4:e4b,NP_040587,Escherichia phage Lambda,"{""uid"": ""9626251"", ""accession"": ""NP_040587"", ""title"": ""major capsid protein [Escherichia phage Lambda]"", ""organism"": ""Escherichia phage Lambda"", ""taxonId"": 2681611, ""sequence_length"": 341, ""create_date"": ""1993/04/28"", ""update_date"": ""2023/01/11"", ""dbsource"": ""refseq"", ""extra"": ""gi|9626251|ref|NP_040587.1|"", ""host"": ""Escherichia coli"", ""old_name"": ""Bacteriophage lambda""}",,,,,,False,mesophile,,"The text explicitly states that the fragment mediated antitermination of transcription at ""30 degrees C"". It also states that ""At 42 degrees C, however, antitermination at the lambda tL1 terminator was abolished."" Since 30°C falls within the mesophile range (15–45°C), and the experiment details specific temperatures within this range, the characteristic is mesophilic.",,literature,True,explicit,data/accessions/NP_040587/library/accession_lit,,,3156406.txt,38.08,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 2.43, ""CreateAccessionLibrary"": 25.6, ""ClassifyThermalLiterature"": 10.05}",False
gemma4:e4b,NP_042001,Escherichia phage T7,"{""uid"": ""9627473"", ""accession"": ""NP_042001"", ""title"": ""internal virion protein [Escherichia phage T7]"", ""organism"": ""Escherichia phage T7"", ""taxonId"": 10760, ""sequence_length"": 138, ""create_date"": ""1982/11/03"", ""update_date"": ""2023/01/07"", ""dbsource"": ""refseq"", ""extra"": ""gi|9627473|ref|NP_042001.1|"", ""host"": ""Escherichia coli"", ""old_name"": ""Enterobacteria phage T7"", ""gb_acronym"": ""T7""}",Escherichia coli,phage,"The host is Escherichia coli, which is typically associated with mesophilic environments (e.g., gut, freshwater).",,metadata,True,mesophile,,"The text mentions several conditions for culturing and experiments: 1. ""For routine cultivation, bacteria were grown overnight in Luria–Bertani (LB) broth, diluted 1:100 into Minimum Essential Medium (MEM; Sigma), and cultured at 37 °C under aerobic (200 rpm shaking), microaerobic (static culture in 5% CO2), or anaerobic conditions in a glove box as indicated."" This explicitly states a culture temperature of 37 °C. 2. ""HeLa and Caco-2 cells were maintained in Dulbecco’s Modified Eagle Medium (DMEM) supplemented with 10% fetal bovine serum (FBS) at 37 °C in a humidified incubator with 5% CO2."" This also explicitly states 37 °C. Since 37 °C falls within the defined mesophile range (15–45°C), the organism is classified as mesophile.",,host_literature,True,explicit,data/accessions/NP_042001/library/accession_lit,data/accessions/NP_042001/library/host_lit,,PMC13138055.1.txt,178.34,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.48, ""CreateAccessionLibrary"": 24.66, ""ClassifyThermalLiterature"": 21.58, ""ClassifyHostMetadata"": 2.59, ""ClassifyThermalRangeHostLiterature"": 84.2}",False
gemma4:e4b,NP_042005,Escherichia phage T7,"{""uid"": ""9627477"", ""accession"": ""NP_042005"", ""title"": ""tail fiber protein [Escherichia phage T7]"", ""organism"": ""Escherichia phage T7"", ""taxonId"": 10760, ""sequence_length"": 553, ""create_date"": ""1982/11/03"", ""update_date"": ""2023/01/07"", ""dbsource"": ""refseq"", ""extra"": ""gi|9627477|ref|NP_042005.1|"", ""host"": ""Escherichia coli"", ""old_name"": ""Enterobacteria phage T7"", ""gb_acronym"": ""T7""}",Escherichia coli,phage,"The host is Escherichia coli, which is typically associated with mesophilic environments (e.g., gut, freshwater).",,metadata,True,mesophile,,"The text mentions several conditions for culturing and experiments: 1. ""For routine cultivation, bacteria were grown overnight in Luria–Bertani (LB) broth, diluted 1:100 into Minimum Essential Medium (MEM; Sigma), and cultured at 37 °C under aerobic (200 rpm shaking), microaerobic (static culture in 5% CO2), or anaerobic conditions in a glove box as indicated."" This explicitly states a culture temperature of 37 °C. 2. ""HeLa and Caco-2 cells were maintained in Dulbecco’s Modified Eagle Medium (DMEM) supplemented with 10% fetal bovine serum (FBS) at 37 °C in a humidified incubator with 5% CO2."" This also explicitly states 37 °C. Since 37 °C falls within the defined mesophile range (15–45°C), the organism is classified as mesophile.",,host_literature,True,explicit,data/accessions/NP_042005/library/accession_lit,data/accessions/NP_042005/library/host_lit,,PMC13138055.1.txt,177.96,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.52, ""CreateAccessionLibrary"": 25.05, ""ClassifyThermalLiterature"": 21.05, ""ClassifyHostMetadata"": 2.59, ""ClassifyThermalRangeHostLiterature"": 84.2}",False
gemma4:e4b,NP_041967,Escherichia phage T7,"{""uid"": ""9627439"", ""accession"": ""NP_041967"", ""title"": ""nucleotide kinase [Escherichia phage T7]"", ""organism"": ""Escherichia phage T7"", ""taxonId"": 10760, ""sequence_length"": 196, ""create_date"": ""1982/11/03"", ""update_date"": ""2023/01/07"", ""dbsource"": ""refseq"", ""extra"": ""gi|9627439|ref|NP_041967.1|"", ""host"": ""Escherichia coli"", ""old_name"": ""Enterobacteria phage T7"", ""gb_acronym"": ""T7""}",Escherichia coli,phage,"The host is Escherichia coli, which is typically associated with mesophilic environments (e.g., gut, freshwater).",,metadata,True,mesophile,,"The text mentions several conditions for culturing and experiments: 1. ""For routine cultivation, bacteria were grown overnight in Luria–Bertani (LB) broth, diluted 1:100 into Minimum Essential Medium (MEM; Sigma), and cultured at 37 °C under aerobic (200 rpm shaking), microaerobic (static culture in 5% CO2), or anaerobic conditions in a glove box as indicated."" This explicitly states a culture temperature of 37 °C. 2. ""HeLa and Caco-2 cells were maintained in Dulbecco’s Modified Eagle Medium (DMEM) supplemented with 10% fetal bovine serum (FBS) at 37 °C in a humidified incubator with 5% CO2."" This also explicitly states 37 °C. Since 37 °C falls within the defined mesophile range (15–45°C), the organism is classified as mesophile.",,host_literature,True,explicit,data/accessions/NP_041967/library/accession_lit,data/accessions/NP_041967/library/host_lit,,PMC13138055.1.txt,180.2,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.53, ""CreateAccessionLibrary"": 26.64, ""ClassifyThermalLiterature"": 21.53, ""ClassifyHostMetadata"": 2.62, ""ClassifyThermalRangeHostLiterature"": 84.21}",False
gemma4:e4b,NP_049666,Escherichia phage T4,"{""uid"": ""9632639"", ""accession"": ""NP_049666"", ""title"": ""DNA polymerase processivity factor [Escherichia phage T4]"", ""organism"": ""Escherichia phage T4"", ""taxonId"": 2681598, ""sequence_length"": 228, ""create_date"": ""1999/07/05"", ""update_date"": ""2023/01/11"", ""dbsource"": ""refseq"", ""extra"": ""gi|9632639|ref|NP_049666.1|"", ""host"": ""Escherichia coli"", ""old_name"": ""Bacteriophage T4""}",Escherichia coli,species,"The host is Escherichia coli, which is typically associated with mesophilic environments (e.g., gut, freshwater).",,metadata,True,mesophile,,"The text mentions several conditions for culturing and experiments: 1. ""For routine cultivation, bacteria were grown overnight in Luria–Bertani (LB) broth, diluted 1:100 into Minimum Essential Medium (MEM; Sigma), and cultured at 37 °C under aerobic (200 rpm shaking), microaerobic (static culture in 5% CO2), or anaerobic conditions in a glove box as indicated."" This explicitly states a culture temperature of 37 °C. 2. ""HeLa and Caco-2 cells were maintained in Dulbecco’s Modified Eagle Medium (DMEM) supplemented with 10% fetal bovine serum (FBS) at 37 °C in a humidified incubator with 5% CO2."" This also explicitly states 37 °C. Since 37 °C falls within the defined mesophile range (15–45°C), the organism is classified as mesophile.",,host_literature,True,explicit,data/accessions/NP_049666/library/accession_lit,data/accessions/NP_049666/library/host_lit,,PMC13138055.1.txt,139.64,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.58, ""CreateAccessionLibrary"": 7.05, ""ClassifyThermalLiterature"": 2.92, ""ClassifyHostMetadata"": 2.46, ""ClassifyThermalRangeHostLiterature"": 84.22}",False
gemma4:e4b,YP_010085862,Orthopoxvirus Abatino,"{""uid"": ""2047106650"", ""accession"": ""YP_010085862"", ""title"": ""putative B17L protein [Orthopoxvirus Abatino]"", ""organism"": ""Orthopoxvirus Abatino"", ""taxonId"": 2478919, ""sequence_length"": 340, ""create_date"": ""2021/06/01"", ""update_date"": ""2023/01/10"", ""dbsource"": ""refseq"", ""extra"": ""gi|2047106650|ref|YP_010085862.1|"", ""isolate"": ""Abatino"", ""host"": ""Macaca tonkeana"", ""country"": ""Italy"", ""collection_date"": ""2015""}",Macaca tonkeana,species,"The host is Macaca tonkeana, which is a primate. Primate hosts are typically associated with mesophilic environments.",,metadata,True,mesophile,,forced,,metadata,True,forced,data/accessions/YP_010085862/library/accession_lit,data/accessions/YP_010085862/library/host_lit,,,403.7,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature"", ""ClassifyThermalForced""]","{""ClassifyThermalMetadata"": 2.33, ""CreateAccessionLibrary"": 10.54, ""ClassifyThermalLiterature"": 20.77, ""ClassifyHostMetadata"": 2.6, ""ClassifyThermalForced"": 4.45}",False
gemma4:e4b,YP_009168084,Escherichia phage AR1,"{""uid"": ""937533110"", ""accession"": ""YP_009168084"", ""title"": ""Ndd-like nucleoid disruption protein [Escherichia phage AR1]"", ""organism"": ""Escherichia phage AR1"", ""taxonId"": 66711, ""sequence_length"": 147, ""create_date"": ""2015/10/08"", ""update_date"": ""2023/01/07"", ""dbsource"": ""refseq"", ""extra"": ""gi|937533110|ref|YP_009168084.1|"", ""strain"": ""AR1"", ""host"": ""Escherichia coli O157:H7"", ""old_name"": ""Enterobacteria phage AR1"", ""note"": ""T4-like phage""}",,,,,,False,mesophile,,"The text states that bacterial strains were incubated at 35 degrees C for 24 h, and subsequently, the tubes containing the phage suspension and bacterial suspension were also incubated at 35 degrees C. Since 35°C falls within the mesophile range (15–45°C), the phage's activity was tested under mesophilic conditions.",,literature,True,explicit,data/accessions/YP_009168084/library/accession_lit,,,11808783.txt,23.72,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 2.38, ""CreateAccessionLibrary"": 16.27, ""ClassifyThermalLiterature"": 5.07}",False
gemma4:e4b,YP_001956832,Pseudomonas phage 201phi2-1,"{""uid"": ""189490266"", ""accession"": ""YP_001956832"", ""title"": ""hypothetical protein ST201phi2-1p108 [Pseudomonas phage 201phi2-1]"", ""organism"": ""Pseudomonas phage 201phi2-1"", ""taxonId"": 198110, ""sequence_length"": 142, ""create_date"": ""2008/06/06"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|189490266|ref|YP_001956832.1|"", ""host"": ""Pseudomonas chlororaphis"", ""old_name"": ""Pseudomonas chlororaphis phage 201phi2-1""}",Pseudomonas chlororaphis,species,The host is Pseudomonas chlororaphis. No thermal information is provided for this organism or the phage.,,metadata,True,mesophile,,"The optimal temperature for both collagenases (ColP1 and ColP2) was explicitly stated as 28 °C in the section '3.4. Effect of pH, Temperature, and Metal Ions on the Activity of Collagenases'. The definition for mesophile is 15–45°C, and 28°C falls within this range. Additionally, the text mentions that the optimal growth temperature of P. chlororaphis is consistent with the observed optimal temperature: ""The enzyme activity increased with increasing temperature when the reaction temperature was lower than 28 °C, consistent with the optimal growth temperature of P. chlororaphis."" The culture conditions for Pseudomonas strains were also stated as 28 °C: ""The Pseudomonas strains were cultured in KB medium or GDM medium at 28 °C, and shaken at 200 rpm.""",,host_literature,True,explicit,data/accessions/YP_001956832/library/accession_lit,data/accessions/YP_001956832/library/host_lit,,PMC12896945.1.txt,105.02000000000001,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.54, ""CreateAccessionLibrary"": 5.29, ""ClassifyThermalLiterature"": 2.88, ""ClassifyHostMetadata"": 2.5, ""ClassifyThermalRangeHostLiterature"": 32.6}",False
gemma4:e4b,YP_001956835,Pseudomonas phage 201phi2-1,"{""uid"": ""189490269"", ""accession"": ""YP_001956835"", ""title"": ""hypothetical protein ST201phi2-1p111 [Pseudomonas phage 201phi2-1]"", ""organism"": ""Pseudomonas phage 201phi2-1"", ""taxonId"": 198110, ""sequence_length"": 67, ""create_date"": ""2008/06/06"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|189490269|ref|YP_001956835.1|"", ""host"": ""Pseudomonas chlororaphis"", ""old_name"": ""Pseudomonas chlororaphis phage 201phi2-1""}",Pseudomonas chlororaphis,species,The host is Pseudomonas chlororaphis. No thermal information is provided for this organism or the phage.,,metadata,True,mesophile,,"The optimal temperature for both collagenases (ColP1 and ColP2) was explicitly stated as 28 °C in the section '3.4. Effect of pH, Temperature, and Metal Ions on the Activity of Collagenases'. The definition for mesophile is 15–45°C, and 28°C falls within this range. Additionally, the text mentions that the optimal growth temperature of P. chlororaphis is consistent with the observed optimal temperature: ""The enzyme activity increased with increasing temperature when the reaction temperature was lower than 28 °C, consistent with the optimal growth temperature of P. chlororaphis."" The culture conditions for Pseudomonas strains were also stated as 28 °C: ""The Pseudomonas strains were cultured in KB medium or GDM medium at 28 °C, and shaken at 200 rpm.""",,host_literature,True,explicit,data/accessions/YP_001956835/library/accession_lit,data/accessions/YP_001956835/library/host_lit,,PMC12896945.1.txt,114.66999999999999,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.53, ""CreateAccessionLibrary"": 10.64, ""ClassifyThermalLiterature"": 2.82, ""ClassifyHostMetadata"": 2.47, ""ClassifyThermalRangeHostLiterature"": 32.66}",False
gemma4:e4b,A7XXB7,Thermus phage P23-45,"{""uid"": ""1679373715"", ""accession"": ""A7XXB7"", ""title"": ""RecName: Full=Terminase, large subunit; AltName: Full=DNA-packaging protein; AltName: Full=Gene product 85; Short=gp85; Includes: RecName: Full=ATPase; Includes: RecName: Full=Endonuclease"", ""organism"": ""Thermus phage P23-45"", ""taxonId"": 2914006, ""sequence_length"": 485, ""create_date"": ""2019/05/08"", ""update_date"": ""2026/01/28"", ""dbsource"": ""swiss_prot"", ""extra"": ""gi|1679373715|sp|A7XXB7.1|TERL_BP234"", ""host"": ""Thermus thermophilus""}",,,,,,False,thermophile,,"The organism listed is 'Thermus phage P23-45' and the host is 'Thermus thermophilus'. The genus 'Thermus' is associated with thermophilic organisms, implying a thermophilic thermal range.",,metadata,True,inferred,data/accessions/A7XXB7/library/accession_lit,,,,2.96,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.96}",False
gemma4:e4b,QAY18187,Thermus phage TSP4,"{""uid"": ""1565796668"", ""accession"": ""QAY18187"", ""title"": ""metal-dependent hydrolase [Thermus phage TSP4]"", ""organism"": ""Thermus phage TSP4"", ""taxonId"": 1298530, ""sequence_length"": 287, ""create_date"": ""2019/02/06"", ""update_date"": ""2019/02/06"", ""dbsource"": ""insd"", ""extra"": ""gi|1565796668|gb|QAY18187.1|"", ""host"": ""Thermus sp. TC4"", ""country"": ""China"", ""collection_date"": ""01-Jan-2008""}",,,,,,False,thermophile,,"The title contains the text '[Thermus phage TSP4]' and the 'host' field is 'Thermus sp. TC4'. 'Thermus' is a genus typically associated with thermophilic organisms, suggesting the phage or its host is thermophilic.",,metadata,True,inferred,data/accessions/QAY18187/library/accession_lit,,,,2.44,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.44}",False
gemma4:e4b,YP_001285867,Geobacillus virus E2,"{""uid"": ""148747787"", ""accession"": ""YP_001285867"", ""title"": ""ATPase [Geobacillus virus E2]"", ""organism"": ""Geobacillus virus E2"", ""taxonId"": 447909, ""sequence_length"": 49, ""create_date"": ""2007/06/11"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|148747787|ref|YP_001285867.1|"", ""host"": ""Geobacillus"", ""country"": ""China"", ""isolation_source"": ""deep-sea hydrothermal field""}",,,,,,False,thermophile,,"The isolation source is 'deep-sea hydrothermal field', which strongly implies a high-temperature environment, characteristic of thermophiles.",,metadata,True,inferred,data/accessions/YP_001285867/library/accession_lit,,,,2.12,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.12}",False
gemma4:e4b,NP_835731,Rhodothermus phage RM378,"{""uid"": ""30044134"", ""accession"": ""NP_835731"", ""title"": ""RNA polymerase sigma factor [Rhodothermus phage RM378]"", ""organism"": ""Rhodothermus phage RM378"", ""taxonId"": 148943, ""sequence_length"": 199, ""create_date"": ""2003/04/22"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|30044134|gnl|REF_NCBI_MICRO|phiN315_144|ref|NP_835731.1|"", ""host"": ""Rhodothermus marinus"", ""old_name"": ""Bacteriophage RM 378""}",,,,,,False,thermophile,,"The paper states that the phage was isolated from the thermophilic bacterium Rhodothermus marinus. Furthermore, regarding its stability, it is noted that ""The titer remained stable up to 65 °C but the phage lost viability when incubated at higher temperatures."" Since 65 °C is significantly above the mesophilic range (15–45°C) and indicates stability at high temperatures, this supports a thermophilic classification.",high,literature,True,explicit,data/accessions/NP_835731/library/accession_lit,,,24318108.txt,14.970000000000002,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 2.2, ""CreateAccessionLibrary"": 8.97, ""ClassifyThermalLiterature"": 3.8}",False
gemma4:e4b,YP_874174,Thermus phage phiYS40,"{""uid"": ""118197781"", ""accession"": ""YP_874174"", ""title"": ""Fe-S oxidoreductase [Thermus phage phiYS40]"", ""organism"": ""Thermus phage phiYS40"", ""taxonId"": 407392, ""sequence_length"": 355, ""create_date"": ""2006/11/21"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|118197781|ref|YP_874174.1|"", ""old_name"": ""Thermus thermophilus phage YS40""}",,,,,,False,thermophile,,"The title contains the text '[Thermus phage phiYS40]' and the old_name is 'Thermus thermophilus phage YS40'. The genus 'Thermus' is associated with thermophilic organisms, and the presence of 'Thermus' in the name strongly implies a thermophilic nature.",,metadata,True,inferred,data/accessions/YP_874174/library/accession_lit,,,,2.88,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.88}",False
gemma4:e4b,YP_001468074,Thermus phage P74-26,"{""uid"": ""158635925"", ""accession"": ""YP_001468074"", ""title"": ""virion structural protein [Thermus phage P74-26]"", ""organism"": ""Thermus phage P74-26"", ""taxonId"": 2914007, ""sequence_length"": 297, ""create_date"": ""2007/09/14"", ""update_date"": ""2023/01/11"", ""dbsource"": ""refseq"", ""extra"": ""gi|158635925|ref|YP_001468074.2|"", ""host"": ""Thermus thermophilus""}",,,,,,False,thermophile,,"The title contains the text '[Thermus phage P74-26]' and the host is listed as 'Thermus thermophilus'. The genus 'Thermus' is associated with thermophilic organisms, suggesting a thermophilic range.",,metadata,True,inferred,data/accessions/YP_001468074/library/accession_lit,,,,2.48,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.48}",False
gemma4:e4b,YP_001468079,Thermus phage P74-26,"{""uid"": ""157265521"", ""accession"": ""YP_001468079"", ""title"": ""DNA repair exonuclease [Thermus phage P74-26]"", ""organism"": ""Thermus phage P74-26"", ""taxonId"": 2914007, ""sequence_length"": 270, ""create_date"": ""2007/09/14"", ""update_date"": ""2023/01/11"", ""dbsource"": ""refseq"", ""extra"": ""gi|157265521|ref|YP_001468079.1|"", ""host"": ""Thermus thermophilus""}",,,,,,False,thermophile,,"The title contains the text '[Thermus phage P74-26]' and the 'host' is listed as 'Thermus thermophilus'. The genus 'Thermus' is associated with thermophilic organisms, and the inclusion of 'Thermus' in the title and host strongly implies a thermophilic nature.",,metadata,True,inferred,data/accessions/YP_001468079/library/accession_lit,,,,2.46,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.46}",False
gemma4:e4b,YP_001468077,Thermus phage P74-26,"{""uid"": ""157265519"", ""accession"": ""YP_001468077"", ""title"": ""metallo-endopeptidase [Thermus phage P74-26]"", ""organism"": ""Thermus phage P74-26"", ""taxonId"": 2914007, ""sequence_length"": 153, ""create_date"": ""2007/09/14"", ""update_date"": ""2023/01/11"", ""dbsource"": ""refseq"", ""extra"": ""gi|157265519|ref|YP_001468077.1|"", ""host"": ""Thermus thermophilus""}",,,,,,False,thermophile,,"The title contains the text '[Thermus phage P74-26]' and the host is listed as 'Thermus thermophilus'. The genus 'Thermus' is associated with thermophilic organisms, and the inclusion of 'Thermus' in the title and host strongly implies a thermophilic nature.",,metadata,True,inferred,data/accessions/YP_001468077/library/accession_lit,,,,2.45,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.45}",False
gemma4:e4b,YP_001468072,Thermus phage P74-26,"{""uid"": ""157265514"", ""accession"": ""YP_001468072"", ""title"": ""WD40-like beta-propeller protein [Thermus phage P74-26]"", ""organism"": ""Thermus phage P74-26"", ""taxonId"": 2914007, ""sequence_length"": 560, ""create_date"": ""2007/09/14"", ""update_date"": ""2023/01/11"", ""dbsource"": ""refseq"", ""extra"": ""gi|157265514|ref|YP_001468072.1|"", ""host"": ""Thermus thermophilus""}",,,,,,False,thermophile,,"The title contains '[Thermus phage P74-26]' and the host is listed as 'Thermus thermophilus'. The genus 'Thermus' is associated with thermophilic organisms, and the inclusion of 'Thermus' in the title/host strongly implies a thermophilic nature.",,metadata,True,inferred,data/accessions/YP_001468072/library/accession_lit,,,,2.39,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.39}",False
gemma4:e4b,YP_001285862,Geobacillus virus E2,"{""uid"": ""148747783"", ""accession"": ""YP_001285862"", ""title"": ""thymidylate synthase [Geobacillus virus E2]"", ""organism"": ""Geobacillus virus E2"", ""taxonId"": 447909, ""sequence_length"": 264, ""create_date"": ""2007/06/11"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|148747783|ref|YP_001285862.1|"", ""host"": ""Geobacillus"", ""country"": ""China"", ""isolation_source"": ""deep-sea hydrothermal field""}",,,,,,False,thermophile,,"The isolation source is 'deep-sea hydrothermal field', which strongly implies a high-temperature environment, characteristic of thermophiles.",,metadata,True,inferred,data/accessions/YP_001285862/library/accession_lit,,,,2.12,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.12}",False
gemma4:e4b,BFP65619,Geobacillus kaustophilus,"{""uid"": ""2784636822"", ""accession"": ""BFP65619"", ""title"": ""2-oxo acid dehydrogenase subunit E2 [Geobacillus kaustophilus]"", ""organism"": ""Geobacillus kaustophilus"", ""taxonId"": 1462, ""sequence_length"": 268, ""create_date"": ""2024/08/08"", ""update_date"": ""2026/02/04"", ""dbsource"": ""insd"", ""extra"": ""gi|2784636822|dbj|BFP65619.1|"", ""strain"": ""GBlys"", ""country"": ""missing: lab stock"", ""collection_date"": ""2023-05-19""}",,,,,,False,thermophile,,"The abstract explicitly states: ""The thermophilic bacterium Geobacillus kaustophilus GBlys is a strain lysogenized by the temperate phage phiOH2..."" The keyword list also includes ""thermophiles"".",high,literature,True,explicit,data/accessions/BFP65619/library/accession_lit,,,PMC11737034.1.txt,15.86,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 2.1, ""CreateAccessionLibrary"": 7.51, ""ClassifyThermalLiterature"": 6.25}",False
gemma4:e4b,YP_001285822,Geobacillus virus E2,"{""uid"": ""148747744"", ""accession"": ""YP_001285822"", ""title"": ""tail family protein [Geobacillus virus E2]"", ""organism"": ""Geobacillus virus E2"", ""taxonId"": 447909, ""sequence_length"": 268, ""create_date"": ""2007/06/11"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|148747744|ref|YP_001285822.1|"", ""host"": ""Geobacillus"", ""country"": ""China"", ""isolation_source"": ""deep-sea hydrothermal field""}",,,,,,False,thermophile,,"The isolation source is 'deep-sea hydrothermal field', which strongly implies a high-temperature environment, characteristic of thermophiles.",,metadata,True,inferred,data/accessions/YP_001285822/library/accession_lit,,,,2.4,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.4}",False
gemma4:e4b,ABI36835,Geobacillus virus E2,"{""uid"": ""113715686"", ""accession"": ""ABI36835"", ""title"": ""hypothetical protein [Geobacillus virus E2]"", ""organism"": ""Geobacillus virus E2"", ""taxonId"": 447909, ""sequence_length"": 268, ""create_date"": ""2007/06/01"", ""update_date"": ""2008/08/18"", ""dbsource"": ""insd"", ""extra"": ""gi|113715686|gb|ABI36835.1|"", ""host"": ""Geobacillus"", ""country"": ""China"", ""isolation_source"": ""deep-sea hydrothermal field""}",,,,,,False,thermophile,,"The isolation source is 'deep-sea hydrothermal field', which strongly implies a high-temperature environment, characteristic of thermophiles.",,metadata,True,inferred,data/accessions/ABI36835/library/accession_lit,,,,2.02,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.02}",False
