model,accession,phage,metadata,host,taxonomic_level,host_reasoning,host_confidence,host_source,host_found,thermal_range,temperature,thermal_reasoning,thermal_confidence,thermal_source,thermal_found,inference_type,paper_dir,host_paper_dir,host_paper,thermal_paper,duration,decision,nodes,timings,JSONDecodeError
ibm/granite4.1:8b,NP_040628,Escherichia phage Lambda,"{""uid"": ""9626292"", ""accession"": ""NP_040628"", ""title"": ""LexA family transcriptional regulator [Escherichia phage Lambda]"", ""organism"": ""Escherichia phage Lambda"", ""taxonId"": 2681611, ""sequence_length"": 237, ""create_date"": ""1993/04/28"", ""update_date"": ""2023/01/11"", ""dbsource"": ""refseq"", ""extra"": ""gi|9626292|ref|NP_040628.1|"", ""host"": ""Escherichia coli"", ""old_name"": ""Bacteriophage lambda""}",,,,,,False,mesophile,30–42°C,"The paper states that 'antitermination...was mediated at 30 degrees C' and 'at 42 degrees C, antitermination...was abolished'. This directly indicates the optimal temperature range for the phage's activity is around 30–42°C, which falls within the mesophilic range (15–45°C).",high,literature,True,explicit,data/accessions/NP_040628/library/accession_lit,,,3156406.txt,79.45,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 4.93, ""CreateAccessionLibrary"": 48.1, ""ClassifyThermalLiterature"": 26.42}",False
ibm/granite4.1:8b,NP_040587,Escherichia phage Lambda,"{""uid"": ""9626251"", ""accession"": ""NP_040587"", ""title"": ""major capsid protein [Escherichia phage Lambda]"", ""organism"": ""Escherichia phage Lambda"", ""taxonId"": 2681611, ""sequence_length"": 341, ""create_date"": ""1993/04/28"", ""update_date"": ""2023/01/11"", ""dbsource"": ""refseq"", ""extra"": ""gi|9626251|ref|NP_040587.1|"", ""host"": ""Escherichia coli"", ""old_name"": ""Bacteriophage lambda""}",,,,,,False,mesophile,30–42°C,"The paper states that 'antitermination...was mediated at 30 degrees C' and 'at 42 degrees C, antitermination...was abolished'. This directly indicates the optimal temperature range for the phage's activity is around 30–42°C, which falls within the mesophilic range (15–45°C).",high,literature,True,explicit,data/accessions/NP_040587/library/accession_lit,,,3156406.txt,51.23,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 5.08, ""CreateAccessionLibrary"": 27.07, ""ClassifyThermalLiterature"": 19.08}",False
ibm/granite4.1:8b,NP_042001,Escherichia phage T7,"{""uid"": ""9627473"", ""accession"": ""NP_042001"", ""title"": ""internal virion protein [Escherichia phage T7]"", ""organism"": ""Escherichia phage T7"", ""taxonId"": 10760, ""sequence_length"": 138, ""create_date"": ""1982/11/03"", ""update_date"": ""2023/01/07"", ""dbsource"": ""refseq"", ""extra"": ""gi|9627473|ref|NP_042001.1|"", ""host"": ""Escherichia coli"", ""old_name"": ""Enterobacteria phage T7"", ""gb_acronym"": ""T7""}",Escherichia coli,species,"The metadata contains a key 'host' with the value 'Escherichia coli', which explicitly states the host organism at the species level. No other host information is needed for decision-making.",,metadata,True,mesophile,29 to 45 °C,"The paper states that the drug delivery system exhibits photothermal activity, raising the temperature from 29°C to 45°C within 10 minutes under specific irradiation conditions. This implies that the host organism, Escherichia coli, is active and growing at temperatures around this range. Since mesophiles typically grow optimally between 15–45°C, the described temperature elevation aligns with mesophilic behavior.",medium,host_literature,True,explicit,data/accessions/NP_042001/library/accession_lit,data/accessions/NP_042001/library/host_lit,,42084958.txt,120.50999999999999,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 5.14, ""CreateAccessionLibrary"": 24.4, ""ClassifyThermalLiterature"": 43.57, ""ClassifyHostMetadata"": 3.57, ""ClassifyThermalRangeHostLiterature"": 11.65}",False
ibm/granite4.1:8b,NP_042005,Escherichia phage T7,"{""uid"": ""9627477"", ""accession"": ""NP_042005"", ""title"": ""tail fiber protein [Escherichia phage T7]"", ""organism"": ""Escherichia phage T7"", ""taxonId"": 10760, ""sequence_length"": 553, ""create_date"": ""1982/11/03"", ""update_date"": ""2023/01/07"", ""dbsource"": ""refseq"", ""extra"": ""gi|9627477|ref|NP_042005.1|"", ""host"": ""Escherichia coli"", ""old_name"": ""Enterobacteria phage T7"", ""gb_acronym"": ""T7""}",Escherichia coli,species,"The metadata contains an explicit 'host' field with value 'Escherichia coli', which directly states the host organism at the species level. No other inference or prior knowledge is required.",,metadata,True,mesophile,29 to 45 °C,"The paper states that the drug delivery system exhibits photothermal activity, raising the temperature from 29°C to 45°C within 10 minutes under specific irradiation conditions. This implies that the host organism, Escherichia coli, is active and growing at temperatures around this range. Since mesophiles typically grow optimally between 15–45°C, the described temperature elevation aligns with mesophilic behavior.",medium,host_literature,True,explicit,data/accessions/NP_042005/library/accession_lit,data/accessions/NP_042005/library/host_lit,,42084958.txt,119.69,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 5.38, ""CreateAccessionLibrary"": 24.97, ""ClassifyThermalLiterature"": 42.58, ""ClassifyHostMetadata"": 3.56, ""ClassifyThermalRangeHostLiterature"": 11.53}",False
ibm/granite4.1:8b,NP_041967,Escherichia phage T7,"{""uid"": ""9627439"", ""accession"": ""NP_041967"", ""title"": ""nucleotide kinase [Escherichia phage T7]"", ""organism"": ""Escherichia phage T7"", ""taxonId"": 10760, ""sequence_length"": 196, ""create_date"": ""1982/11/03"", ""update_date"": ""2023/01/07"", ""dbsource"": ""refseq"", ""extra"": ""gi|9627439|ref|NP_041967.1|"", ""host"": ""Escherichia coli"", ""old_name"": ""Enterobacteria phage T7"", ""gb_acronym"": ""T7""}",Escherichia coli,species,"The metadata contains an explicit 'host' field with the value 'Escherichia coli', which directly states the host organism at the species level. No other inference or prior knowledge is required.",,metadata,True,mesophile,29 to 45 °C,"The paper states that the drug delivery system exhibits photothermal activity, raising the temperature from 29°C to 45°C within 10 minutes under specific irradiation conditions. This implies that the host organism, Escherichia coli, is active and growing at temperatures around this range. Since mesophiles typically grow optimally between 15–45°C, the described temperature elevation aligns with mesophilic behavior.",medium,host_literature,True,explicit,data/accessions/NP_041967/library/accession_lit,data/accessions/NP_041967/library/host_lit,,42084958.txt,122.04000000000002,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 5.75, ""CreateAccessionLibrary"": 24.75, ""ClassifyThermalLiterature"": 43.56, ""ClassifyHostMetadata"": 3.59, ""ClassifyThermalRangeHostLiterature"": 11.65}",False
ibm/granite4.1:8b,NP_049666,Escherichia phage T4,"{""uid"": ""9632639"", ""accession"": ""NP_049666"", ""title"": ""DNA polymerase processivity factor [Escherichia phage T4]"", ""organism"": ""Escherichia phage T4"", ""taxonId"": 2681598, ""sequence_length"": 228, ""create_date"": ""1999/07/05"", ""update_date"": ""2023/01/11"", ""dbsource"": ""refseq"", ""extra"": ""gi|9632639|ref|NP_049666.1|"", ""host"": ""Escherichia coli"", ""old_name"": ""Bacteriophage T4""}",Escherichia coli,species,"The metadata contains a key 'host' with value 'Escherichia coli', which directly specifies the host organism at the species level. No other inference or prior knowledge is required.",,metadata,True,mesophile,29 to 45 °C,"The paper states that the drug delivery system exhibits photothermal activity, raising the temperature from 29°C to 45°C within 10 minutes under specific irradiation conditions. This implies that the host organism, Escherichia coli, is active and growing at temperatures around this range. Since mesophiles typically grow optimally between 15–45°C, the described temperature elevation aligns with mesophilic behavior.",medium,host_literature,True,explicit,data/accessions/NP_049666/library/accession_lit,data/accessions/NP_049666/library/host_lit,,42084958.txt,66.22,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 5.14, ""CreateAccessionLibrary"": 6.0, ""ClassifyThermalLiterature"": 6.29, ""ClassifyHostMetadata"": 3.49, ""ClassifyThermalRangeHostLiterature"": 11.61}",False
ibm/granite4.1:8b,YP_010085862,Orthopoxvirus Abatino,"{""uid"": ""2047106650"", ""accession"": ""YP_010085862"", ""title"": ""putative B17L protein [Orthopoxvirus Abatino]"", ""organism"": ""Orthopoxvirus Abatino"", ""taxonId"": 2478919, ""sequence_length"": 340, ""create_date"": ""2021/06/01"", ""update_date"": ""2023/01/10"", ""dbsource"": ""refseq"", ""extra"": ""gi|2047106650|ref|YP_010085862.1|"", ""isolate"": ""Abatino"", ""host"": ""Macaca tonkeana"", ""country"": ""Italy"", ""collection_date"": ""2015""}",,,,,,False,mesophile,,"The metadata provides the following relevant information: 
1. 'host': 'Macaca tonkeana' (a monkey species) indicates a host organism.
2. 'country': 'Italy' and 'collection_date': '2015' suggest a temperate geographic location in Europe during a typical year.
3. No explicit temperature or growth condition is stated, but the combination of a terrestrial mammal host and a temperate country implies that the bacteriophage (or its host) likely thrives at moderate temperatures characteristic of mesophiles.
Thus, based on the inferred environmental context, the thermal range is deduced to be mesophilic.",,metadata,True,inferred,data/accessions/YP_010085862/library/accession_lit,,,,6.79,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 6.79}",False
ibm/granite4.1:8b,YP_009168084,Escherichia phage AR1,"{""uid"": ""937533110"", ""accession"": ""YP_009168084"", ""title"": ""Ndd-like nucleoid disruption protein [Escherichia phage AR1]"", ""organism"": ""Escherichia phage AR1"", ""taxonId"": 66711, ""sequence_length"": 147, ""create_date"": ""2015/10/08"", ""update_date"": ""2023/01/07"", ""dbsource"": ""refseq"", ""extra"": ""gi|937533110|ref|YP_009168084.1|"", ""strain"": ""AR1"", ""host"": ""Escherichia coli O157:H7"", ""old_name"": ""Enterobacteria phage AR1"", ""note"": ""T4-like phage""}",,,,,,False,mesophile,35 °C,"The paper explicitly states that the bacterial cultures, including Escherichia coli O157:H7, were incubated at 35°C for 24 hours. This temperature is within the mesophilic range (15–45°C). The conductance method and phage AR1 activity were monitored under these conditions, confirming that the optimal growth temperature for the system is mesophilic.",high,literature,True,explicit,data/accessions/YP_009168084/library/accession_lit,,,11808783.txt,29.369999999999997,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 4.77, ""CreateAccessionLibrary"": 14.53, ""ClassifyThermalLiterature"": 10.07}",False
ibm/granite4.1:8b,YP_001956832,Pseudomonas phage 201phi2-1,"{""uid"": ""189490266"", ""accession"": ""YP_001956832"", ""title"": ""hypothetical protein ST201phi2-1p108 [Pseudomonas phage 201phi2-1]"", ""organism"": ""Pseudomonas phage 201phi2-1"", ""taxonId"": 198110, ""sequence_length"": 142, ""create_date"": ""2008/06/06"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|189490266|ref|YP_001956832.1|"", ""host"": ""Pseudomonas chlororaphis"", ""old_name"": ""Pseudomonas chlororaphis phage 201phi2-1""}",Pseudomonas chlororaphis,species,"The metadata contains a key-value pair 'host': 'Pseudomonas chlororaphis', which directly states the host organism. This is an explicit mention of the host species, satisfying the requirement to extract it verbatim.",,metadata,True,mesophile,28 °C,"The paper explicitly states that the optimal temperature for both collagenases ColP1 and ColP2 is 28 °C, which falls within the mesophilic range (15–45 °C). This information is found in Figure 6a and d of the article, where enzyme activity was measured across a temperature gradient from 16 °C to 60 °C. The highest activity for both enzymes occurred at 28 °C, confirming this as their optimal growth/thermal condition.",high,host_literature,True,explicit,data/accessions/YP_001956832/library/accession_lit,data/accessions/YP_001956832/library/host_lit,,PMC12896945.1.txt,141.14,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 4.94, ""CreateAccessionLibrary"": 7.45, ""ClassifyThermalLiterature"": 6.29, ""ClassifyHostMetadata"": 4.05, ""ClassifyThermalRangeHostLiterature"": 65.46}",False
ibm/granite4.1:8b,YP_001956835,Pseudomonas phage 201phi2-1,"{""uid"": ""189490269"", ""accession"": ""YP_001956835"", ""title"": ""hypothetical protein ST201phi2-1p111 [Pseudomonas phage 201phi2-1]"", ""organism"": ""Pseudomonas phage 201phi2-1"", ""taxonId"": 198110, ""sequence_length"": 67, ""create_date"": ""2008/06/06"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|189490269|ref|YP_001956835.1|"", ""host"": ""Pseudomonas chlororaphis"", ""old_name"": ""Pseudomonas chlororaphis phage 201phi2-1""}",Pseudomonas chlororaphis,species,"The metadata contains a key-value pair 'host': 'Pseudomonas chlororaphis', which directly states the host organism. This is an explicit mention of the host species, satisfying the requirement to extract it verbatim.",,metadata,True,mesophile,28 °C,"The paper explicitly states that the optimal temperature for both collagenases ColP1 and ColP2 is 28 °C, which falls within the mesophilic range (15–45 °C). This information is found in Figure 6a and d of the article, where enzyme activity was measured across a temperature gradient from 16 °C to 60 °C. The highest activity for both enzymes occurred at 28 °C, confirming this as their optimal growth/thermal condition.",high,host_literature,True,explicit,data/accessions/YP_001956835/library/accession_lit,data/accessions/YP_001956835/library/host_lit,,PMC12896945.1.txt,146.31,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 4.88, ""CreateAccessionLibrary"": 9.22, ""ClassifyThermalLiterature"": 6.26, ""ClassifyHostMetadata"": 4.02, ""ClassifyThermalRangeHostLiterature"": 65.05}",False
ibm/granite4.1:8b,A7XXB7,Thermus phage P23-45,"{""uid"": ""1679373715"", ""accession"": ""A7XXB7"", ""title"": ""RecName: Full=Terminase, large subunit; AltName: Full=DNA-packaging protein; AltName: Full=Gene product 85; Short=gp85; Includes: RecName: Full=ATPase; Includes: RecName: Full=Endonuclease"", ""organism"": ""Thermus phage P23-45"", ""taxonId"": 2914006, ""sequence_length"": 485, ""create_date"": ""2019/05/08"", ""update_date"": ""2026/01/28"", ""dbsource"": ""swiss_prot"", ""extra"": ""gi|1679373715|sp|A7XXB7.1|TERL_BP234"", ""host"": ""Thermus thermophilus""}",,,,,,False,thermophile,50–65 °C,"The paper explicitly states that DNA packaging activity of the P23-45 capsids is minimal at 20 °C but increases with rising temperature, reaching optimal activity between 50 °C and 65 °C. At higher temperatures (70 °C to 75 °C), packaging activity decreases. This directly indicates a thermophilic nature of the organism, as it requires high temperatures for efficient DNA packaging.",high,literature,True,explicit,data/accessions/A7XXB7/library/accession_lit,,,PMC6397560.1.txt,63.53,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 6.06, ""CreateAccessionLibrary"": 12.03, ""ClassifyThermalLiterature"": 45.44}",False
ibm/granite4.1:8b,QAY18187,Thermus phage TSP4,"{""uid"": ""1565796668"", ""accession"": ""QAY18187"", ""title"": ""metal-dependent hydrolase [Thermus phage TSP4]"", ""organism"": ""Thermus phage TSP4"", ""taxonId"": 1298530, ""sequence_length"": 287, ""create_date"": ""2019/02/06"", ""update_date"": ""2019/02/06"", ""dbsource"": ""insd"", ""extra"": ""gi|1565796668|gb|QAY18187.1|"", ""host"": ""Thermus sp. TC4"", ""country"": ""China"", ""collection_date"": ""01-Jan-2008""}",,,,,,False,thermophile,,"The metadata indicates the host is 'Thermus sp. TC4', which belongs to the genus Thermus known for thermophilic bacteria thriving in high-temperature environments such as hot springs. Additionally, the isolation source is not explicitly stated but the host organism's environment (implied by its genus) strongly suggests a thermal habitat. The country of origin 'China' and collection date do not provide direct temperature information, but the combination of a Thermus host and no mention of cold environments leads to an inference that the phage has a thermophilic nature.",,metadata,True,inferred,data/accessions/QAY18187/library/accession_lit,,,,6.1,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 6.1}",False
ibm/granite4.1:8b,YP_001285867,Geobacillus virus E2,"{""uid"": ""148747787"", ""accession"": ""YP_001285867"", ""title"": ""ATPase [Geobacillus virus E2]"", ""organism"": ""Geobacillus virus E2"", ""taxonId"": 447909, ""sequence_length"": 49, ""create_date"": ""2007/06/11"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|148747787|ref|YP_001285867.1|"", ""host"": ""Geobacillus"", ""country"": ""China"", ""isolation_source"": ""deep-sea hydrothermal field""}",,,,,,False,thermophile,,"The metadata specifies an 'isolation_source' of 'deep-sea hydrothermal field', which is a high-temperature environment associated with geothermal activity. This strongly implies that the bacteriophage (Geobacillus virus E2) and its host organism (Geobacillus) are adapted to thrive at elevated temperatures, characteristic of thermophiles.",,metadata,True,inferred,data/accessions/YP_001285867/library/accession_lit,,,,4.38,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 4.38}",False
ibm/granite4.1:8b,NP_835731,Rhodothermus phage RM378,"{""uid"": ""30044134"", ""accession"": ""NP_835731"", ""title"": ""RNA polymerase sigma factor [Rhodothermus phage RM378]"", ""organism"": ""Rhodothermus phage RM378"", ""taxonId"": 148943, ""sequence_length"": 199, ""create_date"": ""2003/04/22"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|30044134|gnl|REF_NCBI_MICRO|phiN315_144|ref|NP_835731.1|"", ""host"": ""Rhodothermus marinus"", ""old_name"": ""Bacteriophage RM 378""}",,,,,,False,thermophile,"up to 65 °C (optimal), lost viability above this temperature","The paper explicitly states that the phage RM378 'showed a virulent behavior... The titer remained stable up to 65 °C but the phage lost viability when incubated at higher temperatures. Heating for 30 min at 96 °C lowered the titer by 10^4.' This indicates an optimal growth temperature above 45°C, consistent with thermophilic characteristics.",high,literature,True,explicit,data/accessions/NP_835731/library/accession_lit,,,24318108.txt,22.03,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 4.72, ""CreateAccessionLibrary"": 10.46, ""ClassifyThermalLiterature"": 6.85}",False
ibm/granite4.1:8b,YP_874174,Thermus phage phiYS40,"{""uid"": ""118197781"", ""accession"": ""YP_874174"", ""title"": ""Fe-S oxidoreductase [Thermus phage phiYS40]"", ""organism"": ""Thermus phage phiYS40"", ""taxonId"": 407392, ""sequence_length"": 355, ""create_date"": ""2006/11/21"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|118197781|ref|YP_874174.1|"", ""old_name"": ""Thermus thermophilus phage YS40""}",,,,,,False,thermophile,,"The metadata contains the title 'Fe-S oxidoreductase [Thermus phage phiYS40]' and an old_name 'Thermus thermophilus phage YS40'. The host organism is specified as 'Thermus thermophilus', which is a well-known thermophilic bacterium typically found in hot environments such as hot springs. Since the phage infects Thermus thermophilus, it inherits the thermal preference of its host, indicating a thermophilic (heat-loving) nature. No direct temperature values are provided, but the explicit mention of 'Thermus thermophilus' directly implies a high-temperature environment.",,metadata,True,explicit,data/accessions/YP_874174/library/accession_lit,,,,6.72,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 6.72}",False
ibm/granite4.1:8b,YP_001468074,Thermus phage P74-26,"{""uid"": ""158635925"", ""accession"": ""YP_001468074"", ""title"": ""virion structural protein [Thermus phage P74-26]"", ""organism"": ""Thermus phage P74-26"", ""taxonId"": 2914007, ""sequence_length"": 297, ""create_date"": ""2007/09/14"", ""update_date"": ""2023/01/11"", ""dbsource"": ""refseq"", ""extra"": ""gi|158635925|ref|YP_001468074.2|"", ""host"": ""Thermus thermophilus""}",Thermus thermophilus,species,"The metadata contains a key-value pair 'host': 'Thermus thermophilus', which directly states the host organism. This is an explicit mention of the host species, satisfying the requirement to extract it verbatim.",,metadata,True,thermophile,">45°C (optimal growth temperature of Thermus thermophilus is >45°C; specifically, strain ET-1 has an optimum of 80 °C)","The paper explicitly states that the optimal growth temperature for Thermus thermophilus is >45°C, specifically mentioning an optimum of 80 °C and pH 8 for strain ET-1. Additionally, the enzymatic activity assays show maximal activity at temperatures ranging from 60 °C to 80 °C, further confirming its thermophilic nature.",high,host_literature,True,explicit,data/accessions/YP_001468074/library/accession_lit,data/accessions/YP_001468074/library/host_lit,,PMC12898461.1.txt,155.07999999999998,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 5.78, ""CreateAccessionLibrary"": 6.72, ""ClassifyThermalLiterature"": 0.01, ""ClassifyHostMetadata"": 3.72, ""ClassifyThermalRangeHostLiterature"": 84.55}",False
ibm/granite4.1:8b,YP_001468079,Thermus phage P74-26,"{""uid"": ""157265521"", ""accession"": ""YP_001468079"", ""title"": ""DNA repair exonuclease [Thermus phage P74-26]"", ""organism"": ""Thermus phage P74-26"", ""taxonId"": 2914007, ""sequence_length"": 270, ""create_date"": ""2007/09/14"", ""update_date"": ""2023/01/11"", ""dbsource"": ""refseq"", ""extra"": ""gi|157265521|ref|YP_001468079.1|"", ""host"": ""Thermus thermophilus""}",,,,,,False,thermophile,,"The metadata specifies the host as 'Thermus thermophilus', which is a well-known thermophilic bacterium thriving at high temperatures (typically around 70-80°C). The phage's title includes 'Thermus phage P74-26', and the organism name directly links it to this thermophilic host. Although no explicit temperature range is stated, the strong association with a thermophilic host environment allows us to infer that the bacteriophage operates within a thermophilic thermal range.",,metadata,True,inferred,data/accessions/YP_001468079/library/accession_lit,,,,5.89,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 5.89}",False
ibm/granite4.1:8b,YP_001468077,Thermus phage P74-26,"{""uid"": ""157265519"", ""accession"": ""YP_001468077"", ""title"": ""metallo-endopeptidase [Thermus phage P74-26]"", ""organism"": ""Thermus phage P74-26"", ""taxonId"": 2914007, ""sequence_length"": 153, ""create_date"": ""2007/09/14"", ""update_date"": ""2023/01/11"", ""dbsource"": ""refseq"", ""extra"": ""gi|157265519|ref|YP_001468077.1|"", ""host"": ""Thermus thermophilus""}",,,,,,False,thermophile,,"The metadata specifies the host as 'Thermus thermophilus', which is a well-known thermophilic bacterium thriving at high temperatures (typically around 70-80°C). The phage's name, 'Thermus phage P74-26', further suggests an association with this heat-loving organism. Although no explicit temperature range is stated in the metadata fields such as isolation source or environmental origin, the strong implication from the host being a thermophile leads to an inferred thermal range classification of 'thermophile'.",,metadata,True,inferred,data/accessions/YP_001468077/library/accession_lit,,,,5.59,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 5.59}",False
ibm/granite4.1:8b,YP_001468072,Thermus phage P74-26,"{""uid"": ""157265514"", ""accession"": ""YP_001468072"", ""title"": ""WD40-like beta-propeller protein [Thermus phage P74-26]"", ""organism"": ""Thermus phage P74-26"", ""taxonId"": 2914007, ""sequence_length"": 560, ""create_date"": ""2007/09/14"", ""update_date"": ""2023/01/11"", ""dbsource"": ""refseq"", ""extra"": ""gi|157265514|ref|YP_001468072.1|"", ""host"": ""Thermus thermophilus""}",,,,,,False,thermophile,,"The metadata specifies the host as 'Thermus thermophilus', which is a well-known thermophilic bacterium thriving at high temperatures (typically around 70-80°C). The phage's name, 'Thermus phage P74-26', further suggests an association with this heat-loving organism. Although no explicit temperature range is stated in the metadata fields such as isolation source or environmental origin, the strong implication from the host being a thermophile leads to an inferred thermal range classification of 'thermophile'.",,metadata,True,inferred,data/accessions/YP_001468072/library/accession_lit,,,,5.57,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 5.57}",False
ibm/granite4.1:8b,YP_001285862,Geobacillus virus E2,"{""uid"": ""148747783"", ""accession"": ""YP_001285862"", ""title"": ""thymidylate synthase [Geobacillus virus E2]"", ""organism"": ""Geobacillus virus E2"", ""taxonId"": 447909, ""sequence_length"": 264, ""create_date"": ""2007/06/11"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|148747783|ref|YP_001285862.1|"", ""host"": ""Geobacillus"", ""country"": ""China"", ""isolation_source"": ""deep-sea hydrothermal field""}",,,,,,False,thermophile,,"The metadata specifies an 'isolation_source' of 'deep-sea hydrothermal field', which is a high-temperature environment associated with geothermal activity. This strongly implies that the bacteriophage (Geobacillus virus E2) and its host organism are adapted to high temperatures, classifying them as thermophiles.",,metadata,True,inferred,data/accessions/YP_001285862/library/accession_lit,,,,4.25,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 4.25}",False
ibm/granite4.1:8b,BFP65619,Geobacillus kaustophilus,"{""uid"": ""2784636822"", ""accession"": ""BFP65619"", ""title"": ""2-oxo acid dehydrogenase subunit E2 [Geobacillus kaustophilus]"", ""organism"": ""Geobacillus kaustophilus"", ""taxonId"": 1462, ""sequence_length"": 268, ""create_date"": ""2024/08/08"", ""update_date"": ""2026/02/04"", ""dbsource"": ""insd"", ""extra"": ""gi|2784636822|dbj|BFP65619.1|"", ""strain"": ""GBlys"", ""country"": ""missing: lab stock"", ""collection_date"": ""2023-05-19""}",,,,,,False,thermophile,55°C (cultured overnight for DNA extraction),"The abstract explicitly states that Geobacillus kaustophilus GBlys is a thermophilic bacterium, indicating its optimal growth at elevated temperatures. The sentence ""The thermophilic bacterium Geobacillus kaustophilus GBlys..."" directly provides the thermal characteristic.",high,literature,True,explicit,data/accessions/BFP65619/library/accession_lit,,,PMC11737034.1.txt,27.78,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 5.51, ""CreateAccessionLibrary"": 10.56, ""ClassifyThermalLiterature"": 11.71}",False
ibm/granite4.1:8b,YP_001285822,Geobacillus virus E2,"{""uid"": ""148747744"", ""accession"": ""YP_001285822"", ""title"": ""tail family protein [Geobacillus virus E2]"", ""organism"": ""Geobacillus virus E2"", ""taxonId"": 447909, ""sequence_length"": 268, ""create_date"": ""2007/06/11"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|148747744|ref|YP_001285822.1|"", ""host"": ""Geobacillus"", ""country"": ""China"", ""isolation_source"": ""deep-sea hydrothermal field""}",,,,,,False,thermophile,,"The metadata specifies an 'isolation_source' of 'deep-sea hydrothermal field', which is a high-temperature environment associated with geothermal activity. This strongly implies that the bacteriophage (Geobacillus virus E2) and its host organism (Geobacillus) are adapted to thrive at elevated temperatures, characteristic of thermophiles.",,metadata,True,inferred,data/accessions/YP_001285822/library/accession_lit,,,,4.89,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 4.89}",False
